,GEO_ID,NAME,TOTAL POPULATION,TOTAL HOUSING UNITS,STANDARDIZED POPULATION
9807,1400000US06073020403,"Census Tract 204.03, San Diego County, California",4059,1249,
9808,1400000US06073020404,"Census Tract 204.04, San Diego County, California",4979,1949,
9809,1400000US06073020405,"Census Tract 204.05, San Diego County, California",3447,1305,
9810,1400000US06073020500,"Census Tract 205, San Diego County, California",5252,1477,
9811,1400000US06073020601,"Census Tract 206.01, San Diego County, California",6303,1643,
9812,1400000US06073020602,"Census Tract 206.02, San Diego County, California",6329,2027,
9813,1400000US06073020705,"Census Tract 207.05, San Diego County, California",4817,1431,
9814,1400000US06073020706,"Census Tract 207.06, San Diego County, California",6404,2109,
9815,1400000US06073020707,"Census Tract 207.07, San Diego County, California",4982,1601,
9816,1400000US06073020708,"Census Tract 207.08, San Diego County, California",3706,1215,
9817,1400000US06073020709,"Census Tract 207.09, San Diego County, California",8050,2514,
9818,1400000US06073020710,"Census Tract 207.10, San Diego County, California",1758,685,
9819,1400000US06073020801,"Census Tract 208.01, San Diego County, California",5397,1952,
9820,1400000US06073020805,"Census Tract 208.05, San Diego County, California",3381,1182,
9821,1400000US06073020806,"Census Tract 208.06, San Diego County, California",5998,2146,
9822,1400000US06073020807,"Census Tract 208.07, San Diego County, California",2595,1023,
9823,1400000US06073020809,"Census Tract 208.09, San Diego County, California",6982,2311,
9824,1400000US06073020810,"Census Tract 208.10, San Diego County, California",5135,1807,
9825,1400000US06073020811,"Census Tract 208.11, San Diego County, California",6133,2195,
9826,1400000US06073020902,"Census Tract 209.02, San Diego County, California",2158,1183,
9827,1400000US06073020903,"Census Tract 209.03, San Diego County, California",2823,1685,
9828,1400000US06073020904,"Census Tract 209.04, San Diego County, California",2036,1794,
9829,1400000US06073021000,"Census Tract 210, San Diego County, California",2730,3516,
9830,1400000US06073021100,"Census Tract 211, San Diego County, California",8374,3161,
9831,1400000US06073021202,"Census Tract 212.02, San Diego County, California",3691,1290,
9832,1400000US06073021204,"Census Tract 212.04, San Diego County, California",5803,1945,
9833,1400000US06073021205,"Census Tract 212.05, San Diego County, California",7126,2796,
9834,1400000US06073021206,"Census Tract 212.06, San Diego County, California",3265,1149,
9835,1400000US06073021302,"Census Tract 213.02, San Diego County, California",7800,1508,
9836,1400000US06073021303,"Census Tract 213.03, San Diego County, California",8861,3019,
9837,1400000US06073021304,"Census Tract 213.04, San Diego County, California",2571,874,
9838,1400000US06073021400,"Census Tract 214, San Diego County, California",7144,3012,
9839,1400000US06073021500,"Census Tract 215, San Diego County, California",10079,3186,
9840,1400000US06073021600,"Census Tract 216, San Diego County, California",3195,2130,
9841,1400000US06073021800,"Census Tract 218, San Diego County, California",2316,1160,
9842,1400000US06073021900,"Census Tract 219, San Diego County, California",6194,671,
9843,1400000US06073022000,"Census Tract 220, San Diego County, California",4311,1275,
9844,1400000US06073022100,"Census Tract 221, San Diego County, California",10228,4033,
9845,1400000US06073990100,"Census Tract 9901, San Diego County, California",0,0,
9846,1400000US06075010100,"Census Tract 101, San Francisco County, California",3850,2299,
9847,1400000US06075010200,"Census Tract 102, San Francisco County, California",4299,3015,
9848,1400000US06075010300,"Census Tract 103, San Francisco County, California",4229,2371,
9849,1400000US06075010400,"Census Tract 104, San Francisco County, California",4430,2860,
9850,1400000US06075010500,"Census Tract 105, San Francisco County, California",2932,2036,
9851,1400000US06075010600,"Census Tract 106, San Francisco County, California",3356,2161,
9852,1400000US06075010700,"Census Tract 107, San Francisco County, California",5522,2801,
9853,1400000US06075010800,"Census Tract 108, San Francisco County, California",4860,2754,
9854,1400000US06075010900,"Census Tract 109, San Francisco County, California",4510,2833,
9855,1400000US06075011000,"Census Tract 110, San Francisco County, California",4792,2940,
9856,1400000US06075011100,"Census Tract 111, San Francisco County, California",4778,3399,
9857,1400000US06075011200,"Census Tract 112, San Francisco County, California",3459,2321,
9858,1400000US06075011300,"Census Tract 113, San Francisco County, California",3046,1770,
9859,1400000US06075011700,"Census Tract 117, San Francisco County, California",1768,1361,
9860,1400000US06075011800,"Census Tract 118, San Francisco County, California",1477,801,
9861,1400000US06075011901,"Census Tract 119.01, San Francisco County, California",2674,1738,
9862,1400000US06075011902,"Census Tract 119.02, San Francisco County, California",2813,1981,
9863,1400000US06075012000,"Census Tract 120, San Francisco County, California",3993,2888,
9864,1400000US06075012100,"Census Tract 121, San Francisco County, California",4002,2341,
9865,1400000US06075012201,"Census Tract 122.01, San Francisco County, California",4638,2997,
9866,1400000US06075012202,"Census Tract 122.02, San Francisco County, California",3525,1712,
9867,1400000US06075012301,"Census Tract 123.01, San Francisco County, California",2116,1695,
9868,1400000US06075012302,"Census Tract 123.02, San Francisco County, California",2621,2272,
9869,1400000US06075012401,"Census Tract 124.01, San Francisco County, California",4782,3190,
9870,1400000US06075012402,"Census Tract 124.02, San Francisco County, California",4320,2850,
9871,1400000US06075012501,"Census Tract 125.01, San Francisco County, California",4002,2628,
9872,1400000US06075012502,"Census Tract 125.02, San Francisco County, California",3584,2310,
9873,1400000US06075012601,"Census Tract 126.01, San Francisco County, California",2630,1665,
9874,1400000US06075012602,"Census Tract 126.02, San Francisco County, California",2688,1783,
9875,1400000US06075012700,"Census Tract 127, San Francisco County, California",4027,2311,
9876,1400000US06075012800,"Census Tract 128, San Francisco County, California",4436,2604,
9877,1400000US06075012901,"Census Tract 129.01, San Francisco County, California",2661,1700,
9878,1400000US06075012902,"Census Tract 129.02, San Francisco County, California",4026,2203,
9879,1400000US06075013000,"Census Tract 130, San Francisco County, California",4863,2669,
9880,1400000US06075013101,"Census Tract 131.01, San Francisco County, California",4139,2672,
9881,1400000US06075013102,"Census Tract 131.02, San Francisco County, California",2959,1758,
9882,1400000US06075013200,"Census Tract 132, San Francisco County, California",4274,2620,
9883,1400000US06075013300,"Census Tract 133, San Francisco County, California",4729,2113,
9884,1400000US06075013400,"Census Tract 134, San Francisco County, California",3880,2190,
9885,1400000US06075013500,"Census Tract 135, San Francisco County, California",2673,1859,
9886,1400000US06075015100,"Census Tract 151, San Francisco County, California",2600,2018,
9887,1400000US06075015200,"Census Tract 152, San Francisco County, California",4301,2586,
9888,1400000US06075015300,"Census Tract 153, San Francisco County, California",2236,1083,
9889,1400000US06075015400,"Census Tract 154, San Francisco County, California",5970,3170,
9890,1400000US06075015500,"Census Tract 155, San Francisco County, California",3532,2558,
9891,1400000US06075015600,"Census Tract 156, San Francisco County, California",3432,1570,
9892,1400000US06075015700,"Census Tract 157, San Francisco County, California",8912,2825,
9893,1400000US06075015801,"Census Tract 158.01, San Francisco County, California",4164,1877,
9894,1400000US06075015802,"Census Tract 158.02, San Francisco County, California",3321,1714,
9895,1400000US06075015900,"Census Tract 159, San Francisco County, California",4563,2444,
9896,1400000US06075016000,"Census Tract 160, San Francisco County, California",2850,1931,
9897,1400000US06075016100,"Census Tract 161, San Francisco County, California",5140,2888,
9898,1400000US06075016200,"Census Tract 162, San Francisco County, California",3358,2052,
9899,1400000US06075016300,"Census Tract 163, San Francisco County, California",4745,2174,
9900,1400000US06075016400,"Census Tract 164, San Francisco County, California",4187,1946,
9901,1400000US06075016500,"Census Tract 165, San Francisco County, California",5487,2487,
9902,1400000US06075016600,"Census Tract 166, San Francisco County, California",5583,2724,
9903,1400000US06075016700,"Census Tract 167, San Francisco County, California",5225,2548,
9904,1400000US06075016801,"Census Tract 168.01, San Francisco County, California",3746,1942,
9905,1400000US06075016802,"Census Tract 168.02, San Francisco County, California",3642,2200,
9906,1400000US06075016900,"Census Tract 169, San Francisco County, California",3191,1804,
9907,1400000US06075017000,"Census Tract 170, San Francisco County, California",4268,2390,
9908,1400000US06075017101,"Census Tract 171.01, San Francisco County, California",3888,1959,
9909,1400000US06075017102,"Census Tract 171.02, San Francisco County, California",3828,1866,
9910,1400000US06075017601,"Census Tract 176.01, San Francisco County, California",9244,6371,
9911,1400000US06075017700,"Census Tract 177, San Francisco County, California",1956,842,
9912,1400000US06075017801,"Census Tract 178.01, San Francisco County, California",3654,2671,
9913,1400000US06075017802,"Census Tract 178.02, San Francisco County, California",5782,2973,
9914,1400000US06075017902,"Census Tract 179.02, San Francisco County, California",3064,708,
9915,1400000US06075018000,"Census Tract 180, San Francisco County, California",3091,1575,
9916,1400000US06075020100,"Census Tract 201, San Francisco County, California",6039,3659,
9917,1400000US06075020200,"Census Tract 202, San Francisco County, California",6181,3459,
9918,1400000US06075020300,"Census Tract 203, San Francisco County, California",3413,1977,
9919,1400000US06075020401,"Census Tract 204.01, San Francisco County, California",3260,1831,
9920,1400000US06075020402,"Census Tract 204.02, San Francisco County, California",4675,2728,
9921,1400000US06075020500,"Census Tract 205, San Francisco County, California",2949,1456,
9922,1400000US06075020600,"Census Tract 206, San Francisco County, California",5203,2929,
9923,1400000US06075020700,"Census Tract 207, San Francisco County, California",5075,2917,
9924,1400000US06075020800,"Census Tract 208, San Francisco County, California",6399,2794,
9925,1400000US06075020900,"Census Tract 209, San Francisco County, California",4746,1988,
9926,1400000US06075021000,"Census Tract 210, San Francisco County, California",4692,2343,
9927,1400000US06075021100,"Census Tract 211, San Francisco County, California",4199,2089,
9928,1400000US06075021200,"Census Tract 212, San Francisco County, California",3095,1570,
9929,1400000US06075021300,"Census Tract 213, San Francisco County, California",2650,1294,
9930,1400000US06075021400,"Census Tract 214, San Francisco County, California",3783,1818,
9931,1400000US06075021500,"Census Tract 215, San Francisco County, California",5435,2699,
9932,1400000US06075021600,"Census Tract 216, San Francisco County, California",4345,2200,
9933,1400000US06075021700,"Census Tract 217, San Francisco County, California",4309,1901,
9934,1400000US06075021800,"Census Tract 218, San Francisco County, California",4332,1909,
9935,1400000US06075022600,"Census Tract 226, San Francisco County, California",2648,1365,
9936,1400000US06075022702,"Census Tract 227.02, San Francisco County, California",2287,1084,
9937,1400000US06075022704,"Census Tract 227.04, San Francisco County, California",3297,1772,
9938,1400000US06075022801,"Census Tract 228.01, San Francisco County, California",5765,2013,
9939,1400000US06075022802,"Census Tract 228.02, San Francisco County, California",2329,707,
9940,1400000US06075022803,"Census Tract 228.03, San Francisco County, California",5117,1672,
9941,1400000US06075022901,"Census Tract 229.01, San Francisco County, California",5174,1614,
9942,1400000US06075022902,"Census Tract 229.02, San Francisco County, California",2605,882,
9943,1400000US06075022903,"Census Tract 229.03, San Francisco County, California",3561,1238,
9944,1400000US06075023001,"Census Tract 230.01, San Francisco County, California",5095,1424,
9945,1400000US06075023003,"Census Tract 230.03, San Francisco County, California",3830,1296,
9946,1400000US06075023102,"Census Tract 231.02, San Francisco County, California",4526,1621,
9947,1400000US06075023103,"Census Tract 231.03, San Francisco County, California",2654,1042,
9948,1400000US06075023200,"Census Tract 232, San Francisco County, California",4179,1362,
9949,1400000US06075023300,"Census Tract 233, San Francisco County, California",3456,1136,
9950,1400000US06075023400,"Census Tract 234, San Francisco County, California",3663,1049,
9951,1400000US06075025100,"Census Tract 251, San Francisco County, California",3573,1419,
9952,1400000US06075025200,"Census Tract 252, San Francisco County, California",5407,2320,
9953,1400000US06075025300,"Census Tract 253, San Francisco County, California",4819,1987,
9954,1400000US06075025401,"Census Tract 254.01, San Francisco County, California",3725,1404,
9955,1400000US06075025402,"Census Tract 254.02, San Francisco County, California",3284,1172,
9956,1400000US06075025403,"Census Tract 254.03, San Francisco County, California",5050,1546,
9957,1400000US06075025500,"Census Tract 255, San Francisco County, California",9754,2788,
9958,1400000US06075025600,"Census Tract 256, San Francisco County, California",5403,1666,
9959,1400000US06075025701,"Census Tract 257.01, San Francisco County, California",5307,1511,
9960,1400000US06075025702,"Census Tract 257.02, San Francisco County, California",4427,1350,
9961,1400000US06075025800,"Census Tract 258, San Francisco County, California",2020,642,
9962,1400000US06075025900,"Census Tract 259, San Francisco County, California",4809,1475,
9963,1400000US06075026001,"Census Tract 260.01, San Francisco County, California",6018,1676,
9964,1400000US06075026002,"Census Tract 260.02, San Francisco County, California",3527,1039,
9965,1400000US06075026003,"Census Tract 260.03, San Francisco County, California",5011,1411,
9966,1400000US06075026004,"Census Tract 260.04, San Francisco County, California",5011,1314,
9967,1400000US06075026100,"Census Tract 261, San Francisco County, California",7516,2090,
9968,1400000US06075026200,"Census Tract 262, San Francisco County, California",7583,2121,
9969,1400000US06075026301,"Census Tract 263.01, San Francisco County, California",5246,1420,
9970,1400000US06075026302,"Census Tract 263.02, San Francisco County, California",5269,1558,
9971,1400000US06075026303,"Census Tract 263.03, San Francisco County, California",5216,1370,
9972,1400000US06075026401,"Census Tract 264.01, San Francisco County, California",3548,1053,
9973,1400000US06075026402,"Census Tract 264.02, San Francisco County, California",5164,1246,
9974,1400000US06075026403,"Census Tract 264.03, San Francisco County, California",3962,1209,
9975,1400000US06075026404,"Census Tract 264.04, San Francisco County, California",2843,713,
9976,1400000US06075030101,"Census Tract 301.01, San Francisco County, California",5045,2209,
9977,1400000US06075030102,"Census Tract 301.02, San Francisco County, California",5255,2466,
9978,1400000US06075030201,"Census Tract 302.01, San Francisco County, California",4542,2008,
9979,1400000US06075030202,"Census Tract 302.02, San Francisco County, California",4487,2164,
9980,1400000US06075030301,"Census Tract 303.01, San Francisco County, California",5663,2595,
9981,1400000US06075030302,"Census Tract 303.02, San Francisco County, California",4315,1501,
9982,1400000US06075030400,"Census Tract 304, San Francisco County, California",5641,2068,
9983,1400000US06075030500,"Census Tract 305, San Francisco County, California",3344,1072,
9984,1400000US06075030600,"Census Tract 306, San Francisco County, California",2516,931,
9985,1400000US06075030700,"Census Tract 307, San Francisco County, California",7022,2828,
9986,1400000US06075030800,"Census Tract 308, San Francisco County, California",6584,2425,
9987,1400000US06075030900,"Census Tract 309, San Francisco County, California",7314,2478,
9988,1400000US06075031000,"Census Tract 310, San Francisco County, California",3520,1407,
9989,1400000US06075031100,"Census Tract 311, San Francisco County, California",6899,2552,
9990,1400000US06075031201,"Census Tract 312.01, San Francisco County, California",7251,2124,
9991,1400000US06075031202,"Census Tract 312.02, San Francisco County, California",3515,947,
9992,1400000US06075031301,"Census Tract 313.01, San Francisco County, California",4510,1357,
9993,1400000US06075031302,"Census Tract 313.02, San Francisco County, California",6198,2031,
9994,1400000US06075031400,"Census Tract 314, San Francisco County, California",6743,1960,
9995,1400000US06075032601,"Census Tract 326.01, San Francisco County, California",5404,1922,
9996,1400000US06075032602,"Census Tract 326.02, San Francisco County, California",4891,1817,
9997,1400000US06075032700,"Census Tract 327, San Francisco County, California",6681,2651,
9998,1400000US06075032801,"Census Tract 328.01, San Francisco County, California",4396,1589,
9999,1400000US06075032802,"Census Tract 328.02, San Francisco County, California",4355,1608,
10000,1400000US06075032901,"Census Tract 329.01, San Francisco County, California",5765,1815,
10001,1400000US06075032902,"Census Tract 329.02, San Francisco County, California",4211,1449,
10002,1400000US06075033000,"Census Tract 330, San Francisco County, California",8425,2901,
10003,1400000US06075033100,"Census Tract 331, San Francisco County, California",3861,1571,
10004,1400000US06075033201,"Census Tract 332.01, San Francisco County, California",4483,731,
10005,1400000US06075033203,"Census Tract 332.03, San Francisco County, California",3797,1629,
10006,1400000US06075033204,"Census Tract 332.04, San Francisco County, California",4806,1805,
10007,1400000US06075035100,"Census Tract 351, San Francisco County, California",9053,2959,
10008,1400000US06075035201,"Census Tract 352.01, San Francisco County, California",5987,2031,
10009,1400000US06075035202,"Census Tract 352.02, San Francisco County, California",4960,1951,
10010,1400000US06075035300,"Census Tract 353, San Francisco County, California",7309,2687,
10011,1400000US06075035400,"Census Tract 354, San Francisco County, California",7112,2608,
10012,1400000US06075040100,"Census Tract 401, San Francisco County, California",4436,2072,
10013,1400000US06075040200,"Census Tract 402, San Francisco County, California",5541,2587,
10014,1400000US06075042601,"Census Tract 426.01, San Francisco County, California",3824,1922,
10015,1400000US06075042602,"Census Tract 426.02, San Francisco County, California",3022,1602,
10016,1400000US06075042700,"Census Tract 427, San Francisco County, California",5422,2640,
10017,1400000US06075042800,"Census Tract 428, San Francisco County, California",2490,1025,
10018,1400000US06075045100,"Census Tract 451, San Francisco County, California",5330,2206,
10019,1400000US06075045200,"Census Tract 452, San Francisco County, California",6913,3017,
10020,1400000US06075047600,"Census Tract 476, San Francisco County, California",5605,2437,
10021,1400000US06075047701,"Census Tract 477.01, San Francisco County, California",4469,2092,
10022,1400000US06075047702,"Census Tract 477.02, San Francisco County, California",3877,1710,
10023,1400000US06075047801,"Census Tract 478.01, San Francisco County, California",4521,1785,
10024,1400000US06075047802,"Census Tract 478.02, San Francisco County, California",3783,1611,
10025,1400000US06075047901,"Census Tract 479.01, San Francisco County, California",7597,2876,
10026,1400000US06075047902,"Census Tract 479.02, San Francisco County, California",3771,1634,
10027,1400000US06075060100,"Census Tract 601, San Francisco County, California",4119,1343,
10028,1400000US06075060400,"Census Tract 604, San Francisco County, California",1557,1058,
10029,1400000US06075060502,"Census Tract 605.02, San Francisco County, California",3488,1064,
10030,1400000US06075060700,"Census Tract 607, San Francisco County, California",12180,6596,
10031,1400000US06075061000,"Census Tract 610, San Francisco County, California",4851,1774,
10032,1400000US06075061100,"Census Tract 611, San Francisco County, California",4692,2289,
10033,1400000US06075061200,"Census Tract 612, San Francisco County, California",4293,1283,
10034,1400000US06075061400,"Census Tract 614, San Francisco County, California",5977,2693,
10035,1400000US06075061500,"Census Tract 615, San Francisco County, California",14758,10230,
10036,1400000US06075980200,"Census Tract 9802, San Francisco County, California",305,76,
10037,1400000US06075980300,"Census Tract 9803, San Francisco County, California",66,49,
10038,1400000US06075980401,"Census Tract 9804.01, San Francisco County, California",0,0,
10039,1400000US06075980501,"Census Tract 9805.01, San Francisco County, California",669,271,
10040,1400000US06075980600,"Census Tract 9806, San Francisco County, California",575,285,
10041,1400000US06075980900,"Census Tract 9809, San Francisco County, California",272,196,
10042,1400000US06075990100,"Census Tract 9901, San Francisco County, California",0,0,
10043,1400000US06077000100,"Census Tract 1, San Joaquin County, California",4055,2326,
10044,1400000US06077000300,"Census Tract 3, San Joaquin County, California",2240,1102,
10045,1400000US06077000401,"Census Tract 4.01, San Joaquin County, California",3164,1435,
10046,1400000US06077000402,"Census Tract 4.02, San Joaquin County, California",3976,2179,
10047,1400000US06077000500,"Census Tract 5, San Joaquin County, California",2465,921,
10048,1400000US06077000600,"Census Tract 6, San Joaquin County, California",1808,656,
10049,1400000US06077000700,"Census Tract 7, San Joaquin County, California",4177,1448,
10050,1400000US06077000801,"Census Tract 8.01, San Joaquin County, California",7352,1838,
10051,1400000US06077000900,"Census Tract 9, San Joaquin County, California",5813,2196,
10052,1400000US06077001000,"Census Tract 10, San Joaquin County, California",5357,2190,
10053,1400000US06077001101,"Census Tract 11.01, San Joaquin County, California",5280,1929,
10054,1400000US06077001102,"Census Tract 11.02, San Joaquin County, California",4887,2183,
10055,1400000US06077001200,"Census Tract 12, San Joaquin County, California",5293,1889,
10056,1400000US06077001300,"Census Tract 13, San Joaquin County, California",4988,2137,
10057,1400000US06077001400,"Census Tract 14, San Joaquin County, California",4606,1948,
10058,1400000US06077001500,"Census Tract 15, San Joaquin County, California",9593,2593,
10059,1400000US06077001600,"Census Tract 16, San Joaquin County, California",2260,704,
10060,1400000US06077001700,"Census Tract 17, San Joaquin County, California",4432,1241,
10061,1400000US06077001800,"Census Tract 18, San Joaquin County, California",3926,1167,
10062,1400000US06077001900,"Census Tract 19, San Joaquin County, California",4969,1614,
10063,1400000US06077002000,"Census Tract 20, San Joaquin County, California",3385,1276,
10064,1400000US06077002100,"Census Tract 21, San Joaquin County, California",5819,1630,
10065,1400000US06077002201,"Census Tract 22.01, San Joaquin County, California",2815,884,
10066,1400000US06077002202,"Census Tract 22.02, San Joaquin County, California",5392,1412,
10067,1400000US06077002300,"Census Tract 23, San Joaquin County, California",4632,1477,
10068,1400000US06077002401,"Census Tract 24.01, San Joaquin County, California",5155,1352,
10069,1400000US06077002402,"Census Tract 24.02, San Joaquin County, California",1725,659,
10070,1400000US06077002503,"Census Tract 25.03, San Joaquin County, California",2175,724,
10071,1400000US06077002504,"Census Tract 25.04, San Joaquin County, California",4045,1110,
10072,1400000US06077002701,"Census Tract 27.01, San Joaquin County, California",6864,1932,
10073,1400000US06077002702,"Census Tract 27.02, San Joaquin County, California",3837,1129,
10074,1400000US06077002800,"Census Tract 28, San Joaquin County, California",6115,1763,
10075,1400000US06077003106,"Census Tract 31.06, San Joaquin County, California",3909,1831,
10076,1400000US06077003108,"Census Tract 31.08, San Joaquin County, California",4493,2021,
10077,1400000US06077003109,"Census Tract 31.09, San Joaquin County, California",6214,2336,
10078,1400000US06077003110,"Census Tract 31.10, San Joaquin County, California",4069,1740,
10079,1400000US06077003111,"Census Tract 31.11, San Joaquin County, California",3666,1857,
10080,1400000US06077003112,"Census Tract 31.12, San Joaquin County, California",3224,1441,
10081,1400000US06077003113,"Census Tract 31.13, San Joaquin County, California",6667,2364,
10082,1400000US06077003114,"Census Tract 31.14, San Joaquin County, California",10124,3801,
10083,1400000US06077003203,"Census Tract 32.03, San Joaquin County, California",3583,1485,
10084,1400000US06077003205,"Census Tract 32.05, San Joaquin County, California",4301,1358,
10085,1400000US06077003208,"Census Tract 32.08, San Joaquin County, California",13396,3942,
10086,1400000US06077003209,"Census Tract 32.09, San Joaquin County, California",3884,1342,
10087,1400000US06077003210,"Census Tract 32.10, San Joaquin County, California",2861,1094,
10088,1400000US06077003213,"Census Tract 32.13, San Joaquin County, California",5109,1448,
10089,1400000US06077003214,"Census Tract 32.14, San Joaquin County, California",3293,1022,
10090,1400000US06077003215,"Census Tract 32.15, San Joaquin County, California",4109,1787,
10091,1400000US06077003216,"Census Tract 32.16, San Joaquin County, California",3487,969,
10092,1400000US06077003217,"Census Tract 32.17, San Joaquin County, California",3788,1090,
10093,1400000US06077003305,"Census Tract 33.05, San Joaquin County, California",4357,1610,
10094,1400000US06077003306,"Census Tract 33.06, San Joaquin County, California",5004,1530,
10095,1400000US06077003307,"Census Tract 33.07, San Joaquin County, California",5342,1912,
10096,1400000US06077003308,"Census Tract 33.08, San Joaquin County, California",1738,743,
10097,1400000US06077003310,"Census Tract 33.10, San Joaquin County, California",4483,1547,
10098,1400000US06077003311,"Census Tract 33.11, San Joaquin County, California",3638,1185,
10099,1400000US06077003312,"Census Tract 33.12, San Joaquin County, California",2980,1132,
10100,1400000US06077003313,"Census Tract 33.13, San Joaquin County, California",2969,1143,
10101,1400000US06077003403,"Census Tract 34.03, San Joaquin County, California",4806,1173,
10102,1400000US06077003404,"Census Tract 34.04, San Joaquin County, California",6244,1866,
10103,1400000US06077003405,"Census Tract 34.05, San Joaquin County, California",4670,1133,
10104,1400000US06077003406,"Census Tract 34.06, San Joaquin County, California",4008,1287,
10105,1400000US06077003407,"Census Tract 34.07, San Joaquin County, California",2726,1028,
10106,1400000US06077003409,"Census Tract 34.09, San Joaquin County, California",4260,1451,
10107,1400000US06077003410,"Census Tract 34.10, San Joaquin County, California",6247,1817,
10108,1400000US06077003500,"Census Tract 35, San Joaquin County, California",23464,6361,
10109,1400000US06077003601,"Census Tract 36.01, San Joaquin County, California",3166,1371,
10110,1400000US06077003602,"Census Tract 36.02, San Joaquin County, California",3383,1079,
10111,1400000US06077003700,"Census Tract 37, San Joaquin County, California",3099,1127,
10112,1400000US06077003801,"Census Tract 38.01, San Joaquin County, California",12565,3420,
10113,1400000US06077003802,"Census Tract 38.02, San Joaquin County, California",6916,1873,
10114,1400000US06077003803,"Census Tract 38.03, San Joaquin County, California",5979,1197,
10115,1400000US06077003900,"Census Tract 39, San Joaquin County, California",1528,544,
10116,1400000US06077004001,"Census Tract 40.01, San Joaquin County, California",2069,834,
10117,1400000US06077004002,"Census Tract 40.02, San Joaquin County, California",12168,3657,
10118,1400000US06077004102,"Census Tract 41.02, San Joaquin County, California",8728,2679,
10119,1400000US06077004104,"Census Tract 41.04, San Joaquin County, California",3697,1338,
10120,1400000US06077004105,"Census Tract 41.05, San Joaquin County, California",4766,1940,
10121,1400000US06077004106,"Census Tract 41.06, San Joaquin County, California",1774,599,
10122,1400000US06077004201,"Census Tract 42.01, San Joaquin County, California",6429,2699,
10123,1400000US06077004202,"Census Tract 42.02, San Joaquin County, California",1635,719,
10124,1400000US06077004203,"Census Tract 42.03, San Joaquin County, California",4089,1576,
10125,1400000US06077004204,"Census Tract 42.04, San Joaquin County, California",3106,1466,
10126,1400000US06077004302,"Census Tract 43.02, San Joaquin County, California",6036,2375,
10127,1400000US06077004303,"Census Tract 43.03, San Joaquin County, California",4847,2021,
10128,1400000US06077004305,"Census Tract 43.05, San Joaquin County, California",6109,2230,
10129,1400000US06077004307,"Census Tract 43.07, San Joaquin County, California",3902,1623,
10130,1400000US06077004308,"Census Tract 43.08, San Joaquin County, California",4562,1277,
10131,1400000US06077004402,"Census Tract 44.02, San Joaquin County, California",5575,1791,
10132,1400000US06077004403,"Census Tract 44.03, San Joaquin County, California",3811,1134,
10133,1400000US06077004404,"Census Tract 44.04, San Joaquin County, California",3914,1144,
10134,1400000US06077004501,"Census Tract 45.01, San Joaquin County, California",2467,912,
10135,1400000US06077004502,"Census Tract 45.02, San Joaquin County, California",4182,1353,
10136,1400000US06077004600,"Census Tract 46, San Joaquin County, California",6363,2229,
10137,1400000US06077004701,"Census Tract 47.01, San Joaquin County, California",2893,1072,
10138,1400000US06077004703,"Census Tract 47.03, San Joaquin County, California",3772,1371,
10139,1400000US06077004704,"Census Tract 47.04, San Joaquin County, California",5147,1889,
10140,1400000US06077004800,"Census Tract 48, San Joaquin County, California",5941,2048,
10141,1400000US06077004901,"Census Tract 49.01, San Joaquin County, California",7762,2905,
10142,1400000US06077004902,"Census Tract 49.02, San Joaquin County, California",5895,2074,
10143,1400000US06077005001,"Census Tract 50.01, San Joaquin County, California",6019,2164,
10144,1400000US06077005003,"Census Tract 50.03, San Joaquin County, California",5802,2010,
10145,1400000US06077005004,"Census Tract 50.04, San Joaquin County, California",5844,2077,
10146,1400000US06077005106,"Census Tract 51.06, San Joaquin County, California",6639,2084,
10147,1400000US06077005108,"Census Tract 51.08, San Joaquin County, California",5109,1484,
10148,1400000US06077005109,"Census Tract 51.09, San Joaquin County, California",4081,1496,
10149,1400000US06077005110,"Census Tract 51.10, San Joaquin County, California",6901,2316,
10150,1400000US06077005113,"Census Tract 51.13, San Joaquin County, California",6515,2333,
10151,1400000US06077005114,"Census Tract 51.14, San Joaquin County, California",11080,3146,
10152,1400000US06077005119,"Census Tract 51.19, San Joaquin County, California",8549,2234,
10153,1400000US06077005122,"Census Tract 51.22, San Joaquin County, California",6757,2159,
10154,1400000US06077005123,"Census Tract 51.23, San Joaquin County, California",4763,1670,
10155,1400000US06077005124,"Census Tract 51.24, San Joaquin County, California",3644,1366,
10156,1400000US06077005125,"Census Tract 51.25, San Joaquin County, California",1886,683,
10157,1400000US06077005126,"Census Tract 51.26, San Joaquin County, California",4110,1445,
10158,1400000US06077005127,"Census Tract 51.27, San Joaquin County, California",6039,1501,
10159,1400000US06077005129,"Census Tract 51.29, San Joaquin County, California",3689,1077,
10160,1400000US06077005130,"Census Tract 51.30, San Joaquin County, California",3609,1056,
10161,1400000US06077005131,"Census Tract 51.31, San Joaquin County, California",5912,1318,
10162,1400000US06077005132,"Census Tract 51.32, San Joaquin County, California",3113,1107,
10163,1400000US06077005133,"Census Tract 51.33, San Joaquin County, California",4376,1430,
10164,1400000US06077005134,"Census Tract 51.34, San Joaquin County, California",4898,1600,
10165,1400000US06077005135,"Census Tract 51.35, San Joaquin County, California",7792,2792,
10166,1400000US06077005202,"Census Tract 52.02, San Joaquin County, California",7389,2221,
10167,1400000US06077005206,"Census Tract 52.06, San Joaquin County, California",23903,6833,
10168,1400000US06077005207,"Census Tract 52.07, San Joaquin County, California",14007,3877,
10169,1400000US06077005208,"Census Tract 52.08, San Joaquin County, California",6354,1955,
